LCSC Part,First Category,Second Category,MFR.Part,Package,Solder JointManufacturer,Library Type,Description,Datasheet,Stock,Price
C1648,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL10C200JB8NNNC,0603,2Samsung Electro-Mechanics,base,50V 20pF C0G ±5% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_Samsung-Electro-Mechanics-CL10C200JB8NNNC_C1648.pdf,904853,"20-180:0.006211268,20000-:0.003450704,9600-19980:0.003633803,200-780:0.005028169,1600-9580:0.003971831,800-1580:0.004366197"
C1653,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL10C220JB8NNNC,0603,2Samsung Electro-Mechanics,base,50V 22pF C0G ±5% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_Samsung-Electro-Mechanics-CL10C220JB8NNNC_C1653.pdf,1404855,"20-180:0.005943662,200-780:0.005014085,1600-9580:0.004197183,800-1580:0.004492958,9600-19980:0.003915493,20000-:0.003774648"
C1658,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603CG300J500NT,0603,2FH (Guangdong Fenghua Advanced Tech),base,50V 30pF C0G ±5% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0603CG300J500NT_C1658.pdf,108631,"20-180:0.002746479,1600-9580:0.001478873,9640-:0.001278873,9600-9620:0.001278873,800-1580:0.001619718,200-780:0.002140845"
C1663,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL10C330JB8NNNC,0603,2Samsung Electro-Mechanics,base,50V 33pF C0G ±5% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_Samsung-Electro-Mechanics-CL10C330JB8NNNC_C1663.pdf,256051,"20-180:0.006070423,200-780:0.005112676,1600-9580:0.004267606,800-1580:0.004591549,9600-19980:0.004000000,20000-:0.003859155"
C1664,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL10C331JB8NNNC,0603,2Samsung Electro-Mechanics,base,50V 330pF C0G ±5% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_Samsung-Electro-Mechanics-CL10C331JB8NNNC_C1664.pdf,382914,"20-180:0.007169014,200-780:0.006028169,1600-9580:0.004647887,800-1580:0.005028169,9600-19980:0.004323944,20000-:0.004140845"
C1669,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603CG4R7C500NT,0603,2FH (Guangdong Fenghua Advanced Tech),base,50V 4.7pF C0G 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0603CG4R7C500NT_C1669.pdf,139736,"20-180:0.002985915,9640-:0.001464789,9600-9620:0.001464789,1600-9580:0.001676056,800-1580:0.001830986,200-780:0.002323944"
C1671,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL10C470JB8NNNC,0603,2Samsung Electro-Mechanics,base,50V 47pF C0G ±5% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_Samsung-Electro-Mechanics-CL10C470JB8NNNC_C1671.pdf,172505,"200-780:0.005028169,800-1580:0.004408451,9600-19980:0.003830986,20-180:0.005957746,1600-9580:0.004098592,20000-:0.003690141"
C1679,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603CG6R8C500NT,0603,2FH (Guangdong Fenghua Advanced Tech),base,50V 6.8pF C0G 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0603CG6R8C500NT_C1679.pdf,2057693,"20-180:0.001676056,1640-1660:0.001360563,1600-1620:0.001360563,800-1580:0.001407042,1680-:0.001360563,200-780:0.001478873"
C1685,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603CG8R2C500NT,0603,2FH (Guangdong Fenghua Advanced Tech),base,50V 8.2pF C0G 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0603CG8R2C500NT_C1685.pdf,17735,"1600-9580:0.001422535,9600-9620:0.001252113,20-180:0.002507042,9640-:0.001252113,200-780:0.001957746,800-1580:0.001563380"
C1710,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL21B103KBANNNC,0805,2Samsung Electro-Mechanics,base,50V 10nF X7R ±10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_Samsung-Electro-Mechanics-CL21B103KBANNNC_C1710.pdf,819574,"20-180:0.007042254,600-1580:0.005000000,1600-9580:0.004408451,200-580:0.005732394,19200-:0.003830986,9600-19180:0.004028169"
C1716,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805B151K500NT,0805,2FH (Guangdong Fenghua Advanced Tech),base,50V 150pF X7R ±10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0805B151K500NT_C1716.pdf,30848,"20-180:0.004760563,200-580:0.003887324,600-1980:0.003239437,2000-9980:0.002718310,10000-19980:0.002619718,20000-:0.002577465"
C1717,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805B152K500NT,0805,2FH (Guangdong Fenghua Advanced Tech),base,50V 1.5nF X7R ±10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0805B152K500NT_C1717.pdf,55384,"20-180:0.004211268,200-780:0.003408451,20000-:0.002056338,9600-19980:0.002183099,1600-9580:0.002408451,800-1580:0.002676056"
C1729,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL21B223KBANNNC,0805,2Samsung Electro-Mechanics,base,50V 22nF X7R ±10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_Samsung-Electro-Mechanics-CL21B223KBANNNC_C1729.pdf,121094,"20-180:0.008112676,200-780:0.006845070,20000-:0.005154930,800-1580:0.006140845,9600-19980:0.005352113,1600-9580:0.005718310"
C1739,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805B333K500NT,0805,2FH (Guangdong Fenghua Advanced Tech),base,50V 33nF X7R ±10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0805B333K500NT_C1739.pdf,39431,"20-180:0.006746479,200-780:0.005690141,20000-:0.003746479,9600-19980:0.003915493,1600-9580:0.004211268,800-1580:0.004563380"
C1740,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805B334K500NT,0805,2FH (Guangdong Fenghua Advanced Tech),base,50V 330nF X7R ±10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0805B334K500NT_C1740.pdf,91199,"10-90:0.011718310,100-290:0.009492958,9600-:0.005718310,300-790:0.008267606,4800-9590:0.006056338,800-4790:0.006704225"
C1743,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805B471K500NT,0805,2FH (Guangdong Fenghua Advanced Tech),base,50V 470pF X7R ±10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0805B471K500NT_C1743.pdf,167850,"1600-9580:0.002507042,9600-19980:0.002295775,20000-:0.002169014,20-180:0.004014085,200-780:0.003253521,800-1580:0.002760563"
C1744,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805B472K500NT,0805,2FH (Guangdong Fenghua Advanced Tech),base,50V 4.7nF X7R ±10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0805B472K500NT_C1744.pdf,359929,"20-180:0.004014085,200-780:0.003253521,20000-:0.002000000,1600-9580:0.002338028,9600-19980:0.002126761,800-1580:0.002591549"
C1755,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805B682K500NT,0805,2FH (Guangdong Fenghua Advanced Tech),base,50V 6.8nF X7R ±10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0805B682K500NT_C1755.pdf,32195,"1600-9580:0.002394366,9600-19980:0.002169014,20000-:0.002042254,20-180:0.004197183,200-780:0.003394366,800-1580:0.002661972"
C1779,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL21A475KAQNNNE,0805,2Samsung Electro-Mechanics,base,25V 4.7uF X5R ±10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_Samsung-Electro-Mechanics-CL21A475KAQNNNE_C1779.pdf,508008,"20-180:0.010436620,200-780:0.008478873,1600-9580:0.005802817,800-1580:0.006450704,9600-19980:0.005239437,20000-:0.004929577"
C1790,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL21C101JBANNNC,0805,2Samsung Electro-Mechanics,base,50V 100pF C0G ±5% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_Samsung-Electro-Mechanics-CL21C101JBANNNC_C1790.pdf,304936,"20-180:0.008380282,200-580:0.006859155,600-1580:0.006014085,19200-:0.004492958,9600-19180:0.004732394,1600-9580:0.005169014"
C1792,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805CG120J500NT,0805,2FH (Guangdong Fenghua Advanced Tech),base,50V 12pF C0G ±5% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0805CG120J500NT_C1792.pdf,72289,"20-180:0.004774648,200-580:0.003887324,600-1980:0.003239437,2000-9980:0.002718310,10000-19980:0.002619718,20000-:0.002577465"
C1797,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805CG180J500NT,0805,2FH (Guangdong Fenghua Advanced Tech),base,50V 18pF C0G ±5% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0805CG180J500NT_C1797.pdf,40401,"800-1580:0.003084507,200-780:0.003535211,9600-19980:0.002563380,20-180:0.004366197,1600-9580:0.002802817,20000-:0.002436620"
C1798,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL21C200JBANNNC,0805,2Samsung Electro-Mechanics,base,50V 20pF C0G ±5% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_Samsung-Electro-Mechanics-CL21C200JBANNNC_C1798.pdf,106464,"20-180:0.012338028,200-580:0.010112676,600-1580:0.008887324,19200-:0.006887324,9600-19180:0.007225352,1600-9580:0.007873239"
C1804,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL21C220JBANNNC,0805,2Samsung Electro-Mechanics,base,50V 22pF C0G ±5% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_Samsung-Electro-Mechanics-CL21C220JBANNNC_C1804.pdf,313995,"20-180:0.011211268,200-580:0.009197183,600-1580:0.008070423,19200-:0.005535211,9600-19180:0.005845070,1600-9580:0.006436620"
C1846,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,1206B103K500NT,1206,2FH (Guangdong Fenghua Advanced Tech),base,50V 10nF X7R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-1206B103K500NT_C1846.pdf,67298,"15-135:0.011746479,150-435:0.009549296,450-1485:0.007957746,1500-7485:0.006647887,7500-14985:0.006422535,15000-:0.006309859"
C1848,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL31B105KBHNNNE,1206,2Samsung Electro-Mechanics,base,50V 1uF X7R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_Samsung-Electro-Mechanics-CL31B105KBHNNNE_C1848.pdf,1403265,"15-135:0.024225352,150-435:0.019295775,7500-14985:0.010619718,450-1485:0.016619718,15000-:0.009859155,1500-7485:0.012042254"
C1857,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,1206B224K500NT,1206,2FH (Guangdong Fenghua Advanced Tech),base,50V 220nF X7R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-1206B224K500NT_C1857.pdf,23283,"10-90:0.025633803,100-290:0.020845070,300-990:0.017323944,1000-4990:0.014366197,5000-9990:0.013915493,10000-:0.013676056"
C1980,Resistors,Resistor Networks & Arrays,4D03WGJ0472T5E,0603x4,8UNI-ROYAL(Uniroyal Elec),base,4 ±5% 4.7kΩ 62.5mW ±200ppm/℃ 0603x4  Resistor Networks & Arrays ROHS,https://datasheet.lcsc.com/lcsc/2304140030_UNI-ROYAL-Uniroyal-Elec-4D03WGJ0472T5E_C1980.pdf,111393,"1-9:0.005873239,10-49:0.004746479,50-99:0.003957746,100-499:0.003577465,500-999:0.003253521,1000-:0.003070423"
C2128,Diodes,Switching Diode,1N4148WS,SOD-323,2"Jiangsu Changjing Electronics Technology Co., Ltd.",base,100V 200mW Single 1.25V@150mA 4ns 150mA SOD-323  Switching Diode ROHS,https://datasheet.lcsc.com/lcsc/1810101110_Jiangsu-Changjing-Electronics-Technology-Co---Ltd--1N4148WS_C2128.pdf,1651014,"20-180:0.009309859,200-1180:0.007352113,2400-9580:0.006042254,9600-20380:0.005788732,1200-2380:0.006704225,20400-:0.005605634"
C2145,Triode/MOS Tube/Transistor,Bipolar Transistors - BJT,MMBT5551,SOT-23,3"Jiangsu Changjing Electronics Technology Co., Ltd.",base,"160V 300mW 200@10mA,5V 600mA NPN SOT-23  Bipolar Transistors - BJT ROHS",https://datasheet.lcsc.com/lcsc/2304140030_Jiangsu-Changjing-Electronics-Technology-Co---Ltd--MMBT5551_C2145.pdf,2122521,"15-135:0.013211268,150-885:0.010366197,1800-7185:0.008154930,7200-15285:0.007774648,900-1785:0.009098592,15300-:0.007521127"
C2146,Triode/MOS Tube/Transistor,Bipolar Transistors - BJT,S8050 J3Y,SOT-23,3"Jiangsu Changjing Electronics Technology Co., Ltd.",base,"25V 300mW 200@50mA,1V 500mA NPN SOT-23  Bipolar Transistors - BJT ROHS",https://datasheet.lcsc.com/lcsc/1810161230_Jiangsu-Changjing-Electronics-Technology-Co---Ltd--S8050-J3Y_C2146.pdf,563744,"15-135:0.013070423,7200-15285:0.007690141,900-1785:0.009000000,150-885:0.010253521,1800-7185:0.008070423,15300-:0.007436620"
C2149,Triode/MOS Tube/Transistor,Bipolar Transistors - BJT,S9015,SOT-23,3"Jiangsu Changjing Electronics Technology Co., Ltd.",base,"45V 200mW 300@1mA,5V 100mA PNP SOT-23  Bipolar Transistors - BJT ROHS",https://datasheet.lcsc.com/lcsc/1809211021_Jiangsu-Changjing-Electronics-Technology-Co---Ltd--S9015_C2149.pdf,167957,"15-135:0.013211268,7200-15285:0.008309859,900-1785:0.009718310,15300-:0.007971831,150-885:0.010957746,1800-7185:0.008957746"
C2150,Triode/MOS Tube/Transistor,Bipolar Transistors - BJT,SS8050,SOT-23,3"Jiangsu Changjing Electronics Technology Co., Ltd.",base,"25V 300mW 200@100mA,1V 1.5A NPN SOT-23  Bipolar Transistors - BJT ROHS",https://datasheet.lcsc.com/lcsc/2303221100_Jiangsu-Changjing-Electronics-Technology-Co---Ltd--SS8050_C2150.pdf,1770412,"15-135:0.013084507,150-885:0.010239437,1800-7185:0.008028169,7200-15285:0.007647887,900-1785:0.008971831,15300-:0.007394366"
C2286,Optocoupler/LED/Digital Tube/Photoelectric Device,Light Emitting Diodes (LED),KT-0603R,0603,2Hubei KENTO Elec,base,-40℃~+85℃ Red 0603  Light Emitting Diodes (LED) ROHS,https://datasheet.lcsc.com/lcsc/1810231112_Hubei-KENTO-Elec-KT-0603R_C2286.pdf,1193683,"800-1580:0.003028169,20-180:0.004845070,1600-9580:0.002704225,20000-:0.002281690,200-780:0.003887324,9600-19980:0.002436620"
C2290,Optocoupler/LED/Digital Tube/Photoelectric Device,Light Emitting Diodes (LED),C2290,0603,2Hubei KENTO Elec,base,White light 0603  Light Emitting Diodes (LED) ROHS,https://datasheet.lcsc.com/lcsc/2305091500_Hubei-KENTO-Elec-C2290_C2290.pdf,297976,"20-180:0.009042254,1600-9580:0.005042254,600-1580:0.006281690,200-580:0.007267606,19200-:0.004253521,9600-19180:0.004535211"
C2296,Optocoupler/LED/Digital Tube/Photoelectric Device,Light Emitting Diodes (LED),C2296,0805,2Hubei KENTO Elec,base,yellow 0805  Light Emitting Diodes (LED) ROHS,https://datasheet.lcsc.com/lcsc/1806151129_Hubei-KENTO-Elec-C2296_C2296.pdf,129997,"20400-:0.005014085,9600-20380:0.005352113,2400-9580:0.005943662,1200-2380:0.006647887,20-180:0.010661972,200-1180:0.008563380"
C2297,Optocoupler/LED/Digital Tube/Photoelectric Device,Light Emitting Diodes (LED),C2297,0805,2Hubei KENTO Elec,base,Emerald 0805  Light Emitting Diodes (LED) ROHS,https://datasheet.lcsc.com/lcsc/1806151820_Hubei-KENTO-Elec-C2297_C2297.pdf,732208,"20-180:0.011943662,200-1180:0.009605634,2400-9580:0.006676056,20400-:0.005633803,1200-2380:0.007450704,9600-20380:0.006000000"
C2480,Diodes,Schottky Barrier Diodes (SBD),SS14,SMA(DO-214AC),2MDD,base,40V Single 1A 0.55V@1A SMA(DO-214AC)  Schottky Barrier Diodes (SBD) ROHS,https://datasheet.lcsc.com/lcsc/2307121610_MDD-Microdiode-Electronics--SS14_C2480.pdf,632675,"5-45:0.012774648,50-145:0.010183099,150-495:0.008732394,500-2495:0.007873239,2500-4995:0.007112676,5000-:0.006718310"
C2488,Diodes,Bridge Rectifiers,MB10S,MBS,4MDD,base,35A 1.1V@400mA 1A 1kV MBS  Bridge Rectifiers ROHS,https://datasheet.lcsc.com/lcsc/2105061432_MDD-Microdiode-Electronics--MB10S_C2488.pdf,96227,"5-45:0.017464789,50-145:0.013704225,750-2245:0.010323944,2250-5245:0.009816901,150-745:0.012014085,5250-:0.009478873"
C2500,Diodes,Switching Diode,"BAV99,215",SOT-23,3Nexperia,base,100V 250mW Dual 1.25V@150mA 4ns 215mA SOT-23(TO-236)  Switching Diode ROHS,https://datasheet.lcsc.com/lcsc/2304140030_Nexperia-BAV99-215_C2500.pdf,288077,"4800-10190:0.007267606,10200-:0.007042254,1200-4790:0.007619718,100-590:0.009647887,600-1190:0.008492958,10-90:0.012267606"
C3113,Power Supply Chip,Voltage References,CJ431,SOT-23,3"Jiangsu Changjing Electronics Technology Co., Ltd.",base,2.5V~36V ±0.5% 100mA Adjustable SOT-23  Voltage References ROHS,https://datasheet.lcsc.com/lcsc/2304140030_Jiangsu-Changjing-Electronics-Technology-Co---Ltd--CJ431_C3113.pdf,84865,"5-45:0.031126761,50-145:0.025492958,3000-4495:0.019436620,150-1495:0.022676056,1500-2995:0.020281690,4500-:0.018873239"
C4109,Resistors,Chip Resistor - Surface Mount,0402WGF2001TCE,0402,2UNI-ROYAL(Uniroyal Elec),base,62.5mW Thick Film Resistors ±100ppm/℃ ±1% 2kΩ 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010230_UNI-ROYAL-Uniroyal-Elec-0402WGF2001TCE_C4109.pdf,1517739,"20-180:0.000426761,200-580:0.000335211,600-1980:0.000287324,2000-9980:0.000257746,10000-10020:0.000228169,10040-:0.000228169"
C4172,Resistors,Chip Resistor - Surface Mount,0603WAF1504T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 1.5MΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010230_UNI-ROYAL-Uniroyal-Elec-0603WAF1504T5E_C4172.pdf,106738,"20-180:0.001067606,200-980:0.000835211,1000-1980:0.000711268,2000-9980:0.000654930,10000-10020:0.000580282,10040-:0.000580282"
C4177,Resistors,Chip Resistor - Surface Mount,0603WAF1801T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 1.8kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010230_UNI-ROYAL-Uniroyal-Elec-0603WAF1801T5E_C4177.pdf,288284,"20-180:0.000859155,200-980:0.000671831,1000-1980:0.000571831,2000-9980:0.000526761,10000-10020:0.000467606,10040-:0.000467606"
C4184,Resistors,Chip Resistor - Surface Mount,0603WAF2002T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 20kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010230_UNI-ROYAL-Uniroyal-Elec-0603WAF2002T5E_C4184.pdf,2057916,"20-180:0.000870423,200-980:0.000683099,1000-1980:0.000570423,2000-9980:0.000525352,10000-10020:0.000464789,10040-:0.000464789"
C4190,Resistors,Chip Resistor - Surface Mount,0603WAF2201T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 2.2kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010230_UNI-ROYAL-Uniroyal-Elec-0603WAF2201T5E_C4190.pdf,1656561,"20-180:0.000880282,200-980:0.000692958,1000-1980:0.000505634,2000-9980:0.000460563,10000-10020:0.000401408,10040-:0.000401408"
C4197,Resistors,Chip Resistor - Surface Mount,0603WAF2403T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 240kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010230_UNI-ROYAL-Uniroyal-Elec-0603WAF2403T5E_C4197.pdf,153352,"20-180:0.000860563,200-980:0.000671831,1000-1980:0.000573239,2000-9980:0.000528169,10000-10020:0.000467606,10040-:0.000467606"
C4211,Resistors,Chip Resistor - Surface Mount,0603WAF3001T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 3kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010230_UNI-ROYAL-Uniroyal-Elec-0603WAF3001T5E_C4211.pdf,1589094,"20-180:0.000874648,200-980:0.000687324,1000-1980:0.000573239,2000-9980:0.000528169,10000-10020:0.000467606,10040-:0.000467606"
C4216,Resistors,Chip Resistor - Surface Mount,0603WAF3302T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 33kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010230_UNI-ROYAL-Uniroyal-Elec-0603WAF3302T5E_C4216.pdf,539836,"20-180:0.000876056,200-980:0.000687324,1000-1980:0.000573239,2000-9980:0.000528169,10000-10020:0.000469014,10040-:0.000469014"
C4260,Resistors,Chip Resistor - Surface Mount,0603WAF6201T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 6.2kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010230_UNI-ROYAL-Uniroyal-Elec-0603WAF6201T5E_C4260.pdf,170237,"20-180:0.000861972,200-980:0.000673239,1000-1980:0.000574648,2000-9980:0.000529577,10000-10020:0.000469014,10040-:0.000469014"
C4275,Resistors,Chip Resistor - Surface Mount,0603WAF750JT5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±1% ±200ppm/℃ 75Ω 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0603WAF750JT5E_C4275.pdf,276054,"20-180:0.000909859,200-980:0.000721127,1000-1980:0.000566197,2000-9980:0.000521127,10000-10020:0.000460563,10040-:0.000460563"
C4310,Resistors,Chip Resistor - Surface Mount,0805W8F1501T5E,0805,2UNI-ROYAL(Uniroyal Elec),base,125mW Thick Film Resistors ±100ppm/℃ ±1% 1.5kΩ 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F1501T5E_C4310.pdf,341167,"20-180:0.001577465,200-980:0.001253521,1000-1980:0.001004225,2000-9980:0.000925352,10000-10020:0.000819718,10040-:0.000819718"
C4328,Resistors,Chip Resistor - Surface Mount,0805W8F2002T5E,0805,2UNI-ROYAL(Uniroyal Elec),base,125mW Thick Film Resistors ±100ppm/℃ ±1% 20kΩ 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F2002T5E_C4328.pdf,654766,"20-180:0.001478873,200-980:0.001156338,1000-1980:0.000985915,2000-9980:0.000908451,10000-10020:0.000805634,10040-:0.000805634"
